SEED,NAME,BRACKET,END,GAMES,TEAM_FG,TEAM_FGA,TEAM_FG%,TEAM_2P,TEAM_2PA,TEAM_2P%,TEAM_3P,TEAM_3PA,TEAM_3P%,TEAM_FT,TEAM_FTA,TEAM_FT%,TEAM_ORB,TEAM_DRB,TEAM_TRB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_FG,OPP_FGA,OPP_FG%,OPP_2P,OPP_2PA,OPP_2P%,OPP_3P,OPP_3PA,OPP_3P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
1,Michigan State,West,16,37,960,2012,.477,760,1457,.522,200,555,.360,531,759,.700,420,882,1302,566,265,157,474,650,2651,751,1981,.379,537,1266,.424,214,715,.299,479,681,.703,364,742,1106,394,232,109,465,675,2195
16,LIU,West,64,34,920,1940,.474,695,1334,.521,225,606,.371,704,965,.730,396,771,1167,500,206,113,546,531,2769,1039,2313,.449,830,1676,.495,209,637,.328,354,510,.694,470,763,1233,532,291,131,469,795,2641
8,Memphis,West,64,35,933,1899,.491,748,1388,.539,185,511,.362,563,785,.717,332,761,1093,505,278,196,444,665,2614,751,1945,.386,563,1342,.420,188,603,.312,518,745,.695,424,728,1152,380,213,122,492,644,2208
9,Saint Louis,West,32,34,814,1813,.449,576,1150,.501,238,663,.359,470,653,.720,346,648,994,459,236,99,382,569,2336,691,1668,.414,557,1243,.448,134,425,.315,444,618,.718,309,750,1059,306,177,123,500,616,1960
5,New Mexico,West,32,35,876,1898,.462,612,1199,.510,264,699,.378,529,748,.707,395,821,1216,573,240,117,467,609,2545,731,1903,.384,518,1214,.427,213,689,.309,401,594,.675,351,742,1093,387,203,85,499,688,2076
12,Long Beach State,West,64,34,880,1880,.468,659,1262,.522,221,618,.358,529,790,.670,391,750,1141,476,242,92,440,527,2510,804,1909,.421,597,1293,.462,207,616,.336,360,519,.694,373,736,1109,422,197,100,513,653,2175
4,Louisville,West,4,40,963,2281,.422,730,1548,.472,233,733,.318,568,826,.688,518,905,1423,532,353,193,562,706,2727,857,2233,.384,639,1513,.422,218,720,.303,508,766,.663,509,932,1441,453,284,144,621,745,2440
13,Davidson,West,64,33,879,1969,.446,624,1209,.516,255,760,.336,558,731,.763,415,752,1167,455,184,116,388,673,2571,781,1830,.427,611,1332,.459,170,498,.341,506,758,.668,315,757,1072,342,199,116,409,656,2238
6,Murray State,West,32,33,811,1732,.468,572,1128,.507,239,604,.396,551,761,.724,360,659,1019,418,276,139,458,592,2412,730,1749,.417,590,1269,.465,140,480,.292,401,607,.661,382,671,1053,346,207,86,546,656,2001
11,Colorado State,West,64,32,764,1621,.471,575,1148,.501,189,473,.400,526,685,.768,266,673,939,389,172,60,408,606,2243,738,1696,.435,508,1048,.485,230,648,.355,471,669,.704,309,662,971,396,168,106,383,601,2177
3,Marquette,West,16,35,919,2033,.452,718,1437,.500,201,596,.337,599,831,.721,414,735,1149,580,304,122,461,620,2638,831,2065,.402,618,1391,.444,213,674,.316,433,632,.685,468,807,1275,483,250,150,577,700,2308
14,BYU,West,64,35,977,2099,.465,744,1420,.524,233,679,.343,540,771,.700,381,842,1223,599,296,154,473,637,2727,841,2029,.414,612,1295,.473,229,734,.312,447,671,.666,348,865,1213,484,222,94,554,667,2358
7,Florida,West,8,37,976,2106,.463,619,1167,.530,357,939,.380,499,700,.713,416,764,1180,551,233,124,410,575,2808,875,2068,.423,649,1407,.461,226,661,.342,428,618,.693,391,826,1217,451,189,110,464,666,2404
10,Virginia,West,64,32,721,1576,.457,566,1107,.511,155,469,.330,403,558,.722,253,691,944,394,207,88,367,506,2000,636,1589,.400,487,1074,.453,149,515,.289,314,495,.634,266,680,946,270,192,75,413,527,1735
2,Missouri,West,64,35,981,1945,.504,688,1208,.570,293,737,.398,559,730,.766,319,706,1025,566,285,97,358,499,2814,869,1956,.444,647,1352,.479,222,604,.368,361,534,.676,380,729,1109,450,181,92,501,657,2321
