SEED,NAME,BRACKET,END,GAMES,TEAM_FG,TEAM_FGA,TEAM_FG%,TEAM_2P,TEAM_2PA,TEAM_2P%,TEAM_3P,TEAM_3PA,TEAM_3P%,TEAM_FT,TEAM_FTA,TEAM_FT%,TEAM_ORB,TEAM_DRB,TEAM_TRB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_FG,OPP_FGA,OPP_FG%,OPP_2P,OPP_2PA,OPP_2P%,OPP_3P,OPP_3PA,OPP_3P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
1,Gonzaga,West,2,39,1149,2280,.504,863,1531,.564,286,749,.382,638,890,.717,378,1209,1587,595,265,183,448,660,3222,875,2400,.365,652,1629,.400,223,771,.289,425,646,.658,421,891,1312,378,209,120,475,770,2398
16,South Dakota State,West,64,35,881,1938,.455,563,1055,.534,318,883,.360,603,782,.771,316,913,1229,459,180,83,453,584,2683,963,2140,.450,594,1150,.517,369,990,.373,402,557,.722,356,839,1195,510,235,106,400,721,2697
8,Northwestern,West,32,36,913,2092,.436,658,1347,.488,255,745,.342,477,638,.748,386,918,1304,541,189,175,383,691,2558,817,2025,.403,584,1327,.440,233,698,.334,490,732,.669,404,871,1275,428,206,139,430,640,2357
9,Vanderbilt,West,64,35,815,1896,.430,469,975,.481,346,921,.376,513,660,.777,286,922,1208,450,147,133,430,581,2489,862,2028,.425,636,1359,.468,226,669,.338,435,622,.699,339,870,1209,399,193,104,379,587,2385
5,Notre Dame,West,32,36,980,2139,.458,646,1270,.509,334,869,.384,489,611,.800,334,878,1212,566,255,134,341,533,2783,914,2118,.432,664,1379,.482,250,739,.338,416,565,.736,387,891,1278,467,188,146,456,575,2494
12,Princeton,West,64,30,772,1716,.450,474,927,.511,298,789,.378,307,416,.738,247,756,1003,426,200,93,298,482,2149,652,1568,.416,457,981,.466,195,587,.332,344,499,.689,238,764,1002,317,134,78,394,458,1843
4,West Virginia,West,16,37,1059,2333,.454,784,1574,.498,275,759,.362,621,907,.685,534,853,1387,607,371,176,455,756,3014,826,1948,.424,576,1240,.465,250,708,.353,565,827,.683,393,881,1274,442,209,142,740,792,2467
13,Bucknell,West,64,35,942,1961,.480,656,1207,.543,286,754,.379,497,730,.681,302,901,1203,510,252,134,466,655,2669,860,2017,.426,644,1386,.465,216,631,.342,440,667,.660,347,829,1176,424,246,105,487,673,2376
6,Maryland,West,64,33,827,1840,.449,555,1083,.512,272,757,.359,512,732,.699,351,822,1173,472,180,154,426,613,2438,797,1917,.416,585,1289,.454,212,628,.338,440,626,.703,383,777,1160,369,202,118,418,646,2246
11,Xavier,West,8,38,981,2148,.457,714,1373,.520,267,775,.345,607,882,.688,451,965,1416,560,228,100,478,711,2836,964,2144,.450,681,1297,.525,283,847,.334,500,716,.698,331,855,1186,530,243,143,454,807,2711
3,Florida State,West,32,35,1036,2146,.483,803,1475,.544,233,671,.347,568,824,.689,409,915,1324,511,259,180,415,684,2873,857,2060,.416,598,1317,.454,259,743,.349,550,769,.715,382,807,1189,424,176,104,494,688,2523
