SEED,NAME,BRACKET,END,GAMES,TEAM_FG,TEAM_FGA,TEAM_FG%,TEAM_2P,TEAM_2PA,TEAM_2P%,TEAM_3P,TEAM_3PA,TEAM_3P%,TEAM_FT,TEAM_FTA,TEAM_FT%,TEAM_ORB,TEAM_DRB,TEAM_TRB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_FG,OPP_FGA,OPP_FG%,OPP_2P,OPP_2PA,OPP_2P%,OPP_3P,OPP_3PA,OPP_3P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
1,Syracuse,West,16,35,1042,2021,.516,798,1397,.571,244,624,.391,504,745,.677,417,920,1337,673,336,221,532,515,2832,856,2151,.398,595,1287,.462,261,864,.302,351,551,.637,480,708,1188,543,296,80,547,628,2324
16,Vermont,West,64,35,826,1884,.438,660,1360,.485,166,524,.317,639,930,.687,433,858,1291,423,239,141,487,635,2457,798,1991,.401,602,1379,.437,196,612,.320,475,688,.690,435,761,1196,387,243,132,479,777,2267
8,Gonzaga,West,32,34,912,1856,.491,730,1340,.545,182,516,.353,608,916,.664,358,928,1286,456,227,142,444,614,2614,818,2006,.408,602,1351,.446,216,655,.330,439,677,.648,377,757,1134,416,224,98,442,724,2291
9,Florida State,West,64,32,783,1734,.452,597,1177,.507,186,557,.334,431,669,.644,406,805,1211,446,267,200,528,575,2183,660,1751,.377,457,1133,.403,203,618,.328,409,609,.672,385,659,1044,312,254,78,513,595,1932
5,Butler,West,2,38,845,1911,.442,585,1150,.509,260,761,.342,661,896,.738,353,888,1241,464,267,86,456,685,2611,805,1936,.416,611,1324,.461,194,612,.317,454,669,.679,335,807,1142,407,200,120,529,779,2258
12,UTEP,West,64,33,891,1879,.474,690,1293,.534,201,586,.343,501,744,.673,323,870,1193,488,288,120,435,643,2484,707,1804,.392,511,1177,.434,196,627,.313,521,780,.668,376,794,1170,378,190,78,519,621,2131
4,Vanderbilt,West,64,33,859,1829,.470,656,1277,.514,203,552,.368,616,854,.721,361,836,1197,436,188,171,448,632,2537,819,1992,.411,610,1371,.445,209,621,.337,427,678,.630,452,730,1182,395,221,128,445,695,2274
13,Murray State,West,32,36,978,1961,.499,752,1362,.552,226,599,.377,571,821,.695,439,880,1319,556,347,196,527,618,2753,761,1967,.387,566,1381,.410,195,586,.333,458,660,.694,424,667,1091,400,234,98,603,670,2175
6,Xavier,West,16,35,961,2082,.462,711,1418,.501,250,664,.377,621,873,.711,444,971,1415,494,235,132,452,662,2793,884,2158,.410,683,1484,.460,201,674,.298,464,709,.654,415,816,1231,469,224,175,449,727,2433
11,Minnesota,West,64,35,912,1949,.468,666,1332,.500,246,617,.399,463,661,.700,375,862,1237,583,273,199,427,579,2533,779,1946,.400,529,1212,.436,250,734,.341,434,638,.680,413,765,1178,459,230,92,496,614,2242
3,Pitt,West,32,34,809,1811,.447,628,1285,.489,181,526,.344,537,775,.693,420,849,1269,536,177,139,421,594,2336,754,1883,.400,582,1335,.436,172,548,.314,421,637,.661,385,714,1099,379,186,133,367,663,2101
14,Oakland,West,64,35,920,2053,.448,714,1413,.505,206,640,.322,630,876,.719,477,867,1344,461,236,169,485,632,2676,935,2065,.453,745,1509,.494,190,556,.342,444,661,.672,381,793,1174,451,241,117,461,718,2504
7,BYU,West,32,36,1025,2120,.483,733,1420,.516,292,700,.417,650,823,.790,367,965,1332,567,307,126,417,621,2992,836,2049,.408,616,1388,.444,220,661,.333,500,733,.682,372,809,1181,445,217,105,565,668,2392
10,Florida,West,64,34,890,2006,.444,687,1358,.506,203,648,.313,472,671,.703,455,810,1265,479,243,94,423,501,2455,841,1952,.431,632,1309,.483,209,643,.325,367,540,.680,396,774,1170,439,227,135,465,584,2258
2,Kansas State,West,8,37,981,2182,.450,728,1479,.492,253,703,.360,734,1098,.668,559,878,1437,541,274,187,529,828,2949,853,2037,.419,644,1422,.453,209,615,.340,669,955,.701,451,826,1277,440,256,124,624,894,2584
15,North Texas,West,64,33,798,1748,.457,619,1210,.512,179,538,.333,662,921,.719,364,856,1220,394,144,94,485,590,2437,846,1953,.433,677,1431,.473,169,522,.324,442,627,.705,366,728,1094,373,238,133,420,744,2303
1,Kentucky,East,8,38,1066,2228,.478,835,1531,.545,231,697,.331,649,971,.668,538,1046,1584,573,279,273,538,641,3012,875,2314,.378,630,1531,.411,245,783,.313,473,688,.688,488,789,1277,418,261,119,531,795,2468
16,ETSU,East,64,35,855,1978,.432,678,1403,.483,177,575,.308,537,815,.659,445,832,1277,382,293,112,519,673,2424,801,1917,.418,541,1135,.477,260,782,.332,500,756,.661,425,825,1250,463,257,131,582,672,2362
8,Texas,East,64,34,1005,2158,.466,810,1592,.509,195,566,.345,556,878,.633,503,922,1425,489,269,194,464,670,2761,843,2091,.403,652,1497,.436,191,594,.322,504,737,.684,435,791,1226,392,247,126,516,717,2381
9,Wake Forest,East,32,31,811,1869,.434,677,1434,.472,134,435,.308,501,762,.657,463,843,1306,369,221,162,471,624,2257,738,1890,.390,559,1277,.438,179,613,.292,500,728,.687,429,729,1158,354,222,121,426,648,2155
5,Temple,East,64,35,851,1942,.438,647,1337,.484,204,605,.337,367,533,.689,377,904,1281,515,163,104,358,521,2273,727,1897,.383,551,1279,.431,176,618,.285,357,511,.699,346,797,1143,343,187,103,395,567,1987
12,Cornell,East,16,34,913,1894,.482,587,1135,.517,326,759,.430,393,538,.730,349,800,1149,543,243,122,414,598,2596,745,1777,.419,548,1198,.457,197,579,.340,467,658,.710,335,707,1042,391,217,97,463,561,2192
4,Wisconsin,East,32,33,776,1750,.443,530,1060,.500,246,690,.357,416,568,.732,320,736,1056,412,187,113,289,537,2214,673,1586,.424,535,1184,.452,138,402,.343,394,572,.689,263,739,1002,314,148,74,396,586,1878
13,Wofford,East,64,35,825,1873,.440,622,1293,.481,203,580,.350,555,830,.669,402,841,1243,469,242,74,416,621,2408,765,1836,.417,596,1284,.464,169,552,.306,435,646,.673,345,795,1140,327,181,136,491,681,2134
6,Marquette,East,64,34,861,1890,.456,587,1226,.479,274,664,.413,489,660,.741,343,728,1071,516,269,72,353,580,2485,828,1841,.450,655,1309,.500,173,532,.325,369,542,.681,358,758,1116,467,191,126,488,584,2198
11,Washington,East,16,36,1004,2212,.454,813,1644,.495,191,568,.336,652,905,.720,476,888,1364,515,264,151,460,766,2851,860,2041,.421,682,1487,.459,178,554,.321,621,911,.682,421,814,1235,398,220,108,578,755,2519
3,New Mexico,East,32,35,887,2023,.438,614,1284,.478,273,739,.369,608,909,.669,458,889,1347,497,232,120,387,615,2655,823,1922,.428,568,1157,.491,255,765,.333,451,673,.670,331,834,1165,467,196,97,475,788,2352
14,Montana,East,64,32,791,1636,.483,581,1110,.523,210,526,.399,436,603,.723,283,765,1048,396,206,106,390,571,2228,690,1654,.417,509,1151,.442,181,503,.360,399,609,.655,318,643,961,319,180,82,404,564,1960
7,Clemson,East,64,32,851,1878,.453,635,1247,.509,216,631,.342,432,654,.661,420,758,1178,453,301,151,480,564,2350,746,1768,.422,598,1265,.473,148,503,.294,425,626,.679,381,731,1112,384,263,100,551,587,2065
10,Missouri,East,32,34,926,2104,.440,668,1403,.476,258,701,.368,517,714,.724,441,759,1200,522,371,160,432,656,2627,775,1890,.410,590,1306,.452,185,584,.317,517,736,.702,468,830,1298,382,204,105,659,641,2252
2,West Virginia,East,4,38,942,2190,.430,685,1428,.480,257,762,.337,611,868,.704,585,882,1467,589,213,155,451,686,2752,836,2007,.417,627,1361,.461,209,646,.324,533,785,.679,417,807,1224,437,233,113,509,798,2414
15,Morgan State,East,64,37,960,2239,.429,755,1622,.465,205,617,.332,688,983,.700,568,920,1488,461,243,152,499,782,2813,902,2134,.423,722,1581,.457,180,553,.325,622,921,.675,488,863,1351,430,218,154,529,757,2606
1,Kansas,Midwest,32,36,1033,2111,.489,771,1463,.527,262,648,.404,609,871,.699,468,989,1457,609,301,232,470,658,2937,811,2142,.379,582,1451,.401,229,691,.331,461,672,.686,460,751,1211,447,234,133,502,719,2312
16,Lehigh,Midwest,64,33,842,1853,.454,622,1302,.478,220,551,.399,574,799,.718,339,862,1201,495,203,85,429,589,2478,834,1954,.427,598,1273,.470,236,681,.347,427,603,.708,360,799,1159,478,219,113,451,676,2331
8,UNLV,Midwest,64,34,899,1950,.461,668,1255,.532,231,695,.332,456,637,.716,337,812,1149,551,266,117,395,691,2485,693,1738,.399,496,1144,.434,197,594,.332,585,827,.707,360,812,1172,352,163,91,535,597,2168
9,Northern Iowa,Midwest,16,35,747,1741,.429,514,1082,.475,233,659,.354,489,645,.758,333,797,1130,367,198,70,372,556,2216,693,1705,.406,489,1092,.448,204,613,.333,339,491,.690,292,750,1042,313,163,69,425,646,1929
5,Michigan State,Midwest,4,37,974,2068,.471,787,1525,.516,187,543,.344,523,764,.685,487,939,1426,606,242,123,514,666,2658,829,2043,.406,581,1288,.451,248,755,.328,455,642,.709,373,736,1109,462,243,94,459,651,2361
12,New Mexico State,Midwest,64,34,919,1997,.460,632,1223,.517,287,774,.371,537,767,.700,358,854,1212,484,203,111,437,595,2662,954,2127,.449,692,1392,.497,262,735,.356,469,680,.690,441,841,1282,551,192,87,452,640,2639
4,Maryland,Midwest,32,33,966,2052,.471,771,1542,.500,195,510,.382,502,689,.729,421,849,1270,545,256,154,383,554,2629,808,2052,.394,587,1402,.419,221,650,.340,417,602,.693,490,762,1252,384,185,116,499,613,2254
13,Houston,Midwest,64,35,958,2282,.420,668,1468,.455,290,814,.356,545,768,.710,440,745,1185,435,329,103,315,652,2751,929,2016,.461,732,1422,.515,197,594,.332,569,797,.714,469,1011,1480,470,158,119,585,644,2624
6,Tennessee,Midwest,8,37,991,2174,.456,773,1493,.518,218,681,.320,520,775,.671,441,912,1353,530,290,136,490,733,2720,804,2031,.396,574,1257,.457,230,774,.297,575,827,.695,435,876,1311,421,225,159,599,704,2413
11,San Diego State,Midwest,64,34,875,1846,.474,696,1282,.543,179,564,.317,460,741,.621,444,813,1257,458,251,156,453,552,2389,745,1843,.404,520,1201,.433,225,642,.350,386,557,.693,375,660,1035,420,202,106,453,618,2101
3,Georgetown,Midwest,64,34,905,1815,.499,693,1267,.547,212,548,.387,478,672,.711,333,799,1132,524,237,161,473,579,2500,788,1890,.417,572,1244,.460,216,646,.334,454,632,.718,380,673,1053,447,246,132,445,627,2246
14,Ohio,Midwest,32,37,925,2153,.430,647,1394,.464,278,759,.366,635,883,.719,443,928,1371,524,278,97,473,696,2763,905,2165,.418,683,1454,.470,222,711,.312,537,767,.700,472,925,1397,515,214,130,566,746,2569
7,Oklahoma State,Midwest,64,33,839,1861,.451,565,1077,.525,274,784,.349,485,679,.714,327,842,1169,413,214,84,418,664,2437,770,1835,.420,543,1207,.450,227,628,.361,476,682,.698,326,796,1122,380,189,97,440,618,2243
10,Georgia Tech,Midwest,32,36,948,2064,.459,735,1477,.498,213,587,.363,512,779,.657,464,966,1430,508,288,190,574,670,2621,818,2129,.384,578,1367,.423,240,762,.315,489,734,.666,482,777,1259,472,284,113,547,687,2365
2,Ohio State,Midwest,16,37,983,1999,.492,707,1291,.548,276,708,.390,498,716,.696,325,909,1234,545,262,157,413,565,2740,826,2015,.410,581,1288,.451,245,727,.337,377,531,.710,373,801,1174,461,199,75,529,673,2274
15,UCSB,Midwest,64,30,674,1522,.443,469,978,.480,205,544,.377,475,698,.681,268,716,984,414,202,92,460,572,2028,671,1611,.417,473,969,.488,198,642,.308,432,647,.668,341,710,1051,386,215,84,458,602,1972
1,Duke,South,1,40,1049,2375,.442,748,1593,.470,301,782,.385,682,899,.759,569,991,1560,555,266,162,429,722,3079,884,2204,.401,726,1645,.441,158,559,.283,515,750,.687,468,842,1310,433,210,155,569,784,2441
16,Arkansas-Pine Bluff,South,64,34,725,1778,.408,584,1312,.445,141,466,.303,575,861,.668,422,864,1286,421,229,121,569,764,2166,698,1720,.406,528,1192,.443,170,528,.322,621,938,.662,321,765,1086,392,261,149,473,707,2187
8,California,South,32,35,966,2028,.476,738,1419,.520,228,609,.374,543,717,.757,395,846,1241,500,198,86,421,593,2703,866,1993,.435,671,1375,.488,195,618,.316,460,663,.694,381,742,1123,435,193,132,447,608,2387
9,Louisville,South,64,33,876,1960,.447,614,1183,.519,262,777,.337,491,700,.701,478,739,1217,511,258,135,453,663,2505,786,1833,.429,581,1243,.467,205,590,.347,527,751,.702,432,724,1156,444,217,70,505,645,2304
5,Texas A&M,South,32,34,813,1846,.440,603,1220,.494,210,626,.335,590,892,.661,400,852,1252,417,223,113,417,619,2426,761,1854,.410,555,1237,.449,206,617,.334,464,660,.703,357,803,1160,411,217,148,473,746,2192
12,Utah State,South,64,35,941,1928,.488,699,1343,.520,242,585,.414,435,574,.758,362,876,1238,584,162,123,358,562,2559,757,1867,.405,559,1252,.446,198,615,.322,385,543,.709,322,708,1030,390,169,109,392,551,2097
4,Purdue,South,16,35,867,1957,.443,680,1369,.497,187,588,.318,546,755,.723,351,819,1170,493,248,162,381,651,2467,737,1849,.399,553,1329,.416,184,520,.354,486,680,.715,381,844,1225,378,182,91,549,661,2144
13,Siena,South,64,34,930,2048,.454,770,1550,.497,160,498,.321,534,793,.673,442,868,1310,486,298,119,418,471,2554,870,2032,.428,661,1395,.474,209,637,.328,277,434,.638,364,804,1168,469,207,113,517,630,2226
6,Notre Dame,South,64,35,918,1953,.470,657,1280,.513,261,673,.388,538,744,.723,402,848,1250,585,194,104,362,530,2635,873,2008,.435,640,1340,.478,233,668,.349,414,558,.742,372,756,1128,487,209,117,361,633,2393
11,Old Dominion,South,32,36,922,2061,.447,756,1538,.492,166,523,.317,405,625,.648,540,854,1394,554,282,105,457,560,2415,752,1867,.403,556,1214,.458,196,653,.300,369,555,.665,369,733,1102,402,231,129,509,615,2069
3,Baylor,South,8,36,993,2040,.487,738,1378,.536,255,662,.385,530,731,.725,443,965,1408,508,237,242,491,639,2771,816,2136,.382,567,1387,.409,249,749,.332,481,708,.679,470,708,1178,471,217,85,435,660,2362
14,Sam Houston State,South,64,33,909,1963,.463,622,1188,.524,287,775,.370,511,727,.703,410,837,1247,673,257,85,442,661,2616,789,1834,.430,585,1214,.482,204,620,.329,502,737,.681,342,765,1107,544,210,94,510,676,2284
7,Richmond,South,64,35,868,1943,.447,618,1239,.499,250,704,.355,441,630,.700,304,835,1139,442,289,158,384,634,2427,761,1927,.395,580,1325,.438,181,602,.301,493,698,.706,462,865,1327,347,190,117,528,625,2196
10,Saint Mary's,South,16,34,944,1950,.484,660,1251,.528,284,699,.406,496,652,.761,370,874,1244,543,168,176,394,560,2668,856,2023,.423,712,1545,.461,144,478,.301,402,606,.663,390,706,1096,332,192,79,369,599,2258
2,Villanova,South,32,33,899,1962,.458,647,1286,.503,252,676,.373,650,861,.755,441,831,1272,448,259,133,452,731,2700,759,1855,.409,519,1141,.455,240,714,.336,646,910,.710,390,728,1118,446,217,141,504,697,2404
15,Robert Morris,South,64,35,815,1868,.436,618,1322,.467,197,546,.361,572,859,.666,412,815,1227,433,267,80,520,757,2399,733,1800,.407,512,1112,.460,221,688,.321,619,861,.719,392,780,1172,418,246,119,549,701,2306
