SEED,NAME,BRACKET,END,GAMES,TEAM_FG,TEAM_FGA,TEAM_FG%,TEAM_2P,TEAM_2PA,TEAM_2P%,TEAM_3P,TEAM_3PA,TEAM_3P%,TEAM_FT,TEAM_FTA,TEAM_FT%,TEAM_ORB,TEAM_DRB,TEAM_TRB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_FG,OPP_FGA,OPP_FG%,OPP_2P,OPP_2PA,OPP_2P%,OPP_3P,OPP_3PA,OPP_3P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
1,UNC,Syracuse,1,37,1128,2260,.499,851,1573,.541,277,687,.403,724,998,.725,502,997,1499,706,362,142,594,662,3257,913,2274,.401,,,,,,,,,,,,1222,,,,,,2600
16,Oakland,Syracuse,64,32,811,1804,.450,610,1211,.504,201,593,.339,446,671,.665,384,660,1044,474,228,77,390,561,2269,830,1755,.473,,,,,,,,,,,,1091,,,,,,2352
8,Minnesota,Syracuse,64,32,771,1707,.452,601,1220,.493,170,487,.349,463,656,.706,373,718,1091,453,292,145,516,512,2175,728,1715,.424,,,,,,,,,,,,1007,,,,,,2012
9,Iowa State,Syracuse,32,31,784,1794,.437,671,1407,.477,113,387,.292,431,632,.682,376,724,1100,444,295,120,405,524,2112,720,1734,.415,,,,,,,,,,,,1119,,,,,,2005
5,Villanova,Syracuse,16,32,801,1840,.435,576,1214,.474,225,626,.359,509,692,.736,463,730,1193,385,267,178,409,596,2336,672,1702,.395,,,,,,,,,,,,1061,,,,,,1996
12,New Mexico,Syracuse,64,33,855,1733,.493,586,1045,.561,269,688,.391,513,755,.679,327,800,1127,491,252,115,454,558,2492,774,1860,.416,,,,,,,,,,,,1059,,,,,,2121
4,Florida,Syracuse,32,32,844,1751,.482,600,1125,.533,244,626,.390,506,716,.707,366,820,1186,475,228,146,444,598,2438,715,1745,.410,,,,,,,,,,,,1003,,,,,,2020
13,Ohio,Syracuse,64,32,773,1675,.461,591,1120,.528,182,555,.328,560,802,.698,348,702,1050,374,273,86,423,571,2288,766,1765,.434,,,,,,,,,,,,1068,,,,,,2174
6,Wisconsin,Syracuse,8,34,788,1789,.440,538,1149,.468,250,640,.391,464,685,.677,342,834,1176,444,179,62,389,513,2290,767,1805,.425,,,,,,,,,,,,1054,,,,,,2047
11,Northern Iowa,Syracuse,64,32,847,1763,.480,621,1170,.531,226,593,.381,391,560,.698,283,788,1071,491,192,138,373,556,2311,757,1756,.431,,,,,,,,,,,,1036,,,,,,2127
3,Kansas,Syracuse,64,30,801,1684,.476,603,1145,.527,198,539,.367,451,649,.695,350,779,1129,495,197,115,433,574,2251,663,1712,.387,,,,,,,,,,,,1027,,,,,,1956
14,Bucknell,Syracuse,32,33,704,1585,.444,486,994,.489,218,591,.369,471,672,.701,306,738,1044,416,262,96,508,630,2097,648,1651,.392,,,,,,,,,,,,1030,,,,,,1946
7,Charlotte,Syracuse,64,29,763,1767,.432,531,1137,.467,232,630,.368,499,730,.684,420,699,1119,409,252,92,389,495,2257,767,1754,.437,569,1128,.504,198,626,.316,361,499,.723,,,1076,425,157,87,,611,2093
10,NC State,Syracuse,16,35,871,1915,.455,577,1120,.515,294,795,.370,523,742,.705,375,746,1121,529,260,156,435,658,2559,804,1860,.432,,,,,,,,,,,,1200,,,,,,2314
2,UConn,Syracuse,32,31,862,1872,.460,708,1386,.511,154,486,.317,541,773,.700,478,934,1412,531,189,275,468,492,2419,761,2011,.378,,,,,,,,,,,,1062,,,,,,2072
15,UCF,Syracuse,64,33,784,1702,.461,501,943,.531,283,759,.373,453,651,.696,405,769,1174,512,221,143,496,622,2304,744,1751,.425,,,,,,,,,,,,991,,,,,,2152
1,Washington,Albuquerque,16,35,1102,2271,.485,845,1601,.528,257,670,.384,565,771,.733,523,782,1305,660,288,87,499,718,3026,920,2026,.454,,,,,,,,,,,,1166,,,,,,2596
16,Montana,Albuquerque,64,31,735,1606,.458,553,1092,.506,182,514,.354,500,739,.677,322,796,1118,424,182,93,528,533,2152,772,1819,.424,,,,,,,,,,,,1009,,,,,,2132
8,Pacific,Albuquerque,32,31,794,1598,.497,593,1072,.553,201,526,.382,469,631,.743,310,794,1104,462,154,96,424,455,2258,754,1822,.414,,,,,,,,,,,,919,,,,,,2011
9,Pitt,Albuquerque,64,29,738,1567,.471,563,1105,.510,175,462,.379,446,677,.659,414,689,1103,439,189,120,419,496,2097,647,1601,.404,,,,,,,,,,,,855,,,,,,1842
5,Georgia Tech,Albuquerque,32,32,849,1877,.452,659,1307,.504,190,570,.333,483,699,.691,400,848,1248,471,265,162,483,648,2371,735,1882,.391,,,,,,,,,,,,1170,,,,,,2133
12,George Washington,Albuquerque,64,30,833,1750,.476,671,1303,.515,162,447,.362,480,693,.693,390,708,1098,484,293,128,448,528,2308,717,1684,.426,,,,,,,,,,,,1005,,,,,,2021
4,Louisville,Albuquerque,4,38,1011,2165,.467,650,1259,.516,361,906,.398,683,945,.723,489,986,1475,590,327,148,535,701,3066,823,2116,.389,,,,,,,,,,,,1253,,,,,,2436
13,Louisiana,Albuquerque,64,31,804,1802,.446,604,1201,.503,200,601,.333,431,654,.659,437,655,1092,375,291,85,482,604,2239,723,1613,.448,,,,,,,,,,,,1001,,,,,,2109
6,Texas Tech,Albuquerque,16,33,932,1957,.476,787,1591,.495,145,366,.396,526,696,.756,368,788,1156,553,259,123,424,554,2535,843,1949,.433,,,,,,,,,,,,1175,,,,,,2287
11,UCLA,Albuquerque,64,29,748,1654,.452,562,1116,.504,186,538,.346,456,634,.719,343,725,1068,417,169,74,464,532,2138,762,1710,.446,,,,,,,,,,,,952,,,,,,2078
3,Gonzaga,Albuquerque,32,31,856,1702,.503,703,1299,.541,153,403,.380,589,797,.739,368,823,1191,486,169,106,416,536,2454,765,1840,.416,,,,,,,,,,,,943,,,,,,2159
14,Winthrop,Albuquerque,64,33,767,1724,.445,547,1120,.488,220,604,.364,491,725,.677,371,783,1154,477,269,125,464,616,2245,660,1656,.399,,,,,,,,,,,,1050,,,,,,1961
7,West Virginia,Albuquerque,8,35,868,1930,.450,549,1045,.525,319,885,.360,446,601,.742,340,725,1065,578,280,130,412,530,2501,851,1885,.451,,,,,,,,,,,,1202,,,,,,2356
10,Creighton,Albuquerque,64,34,823,1820,.452,530,1113,.476,293,707,.414,482,660,.730,336,727,1063,483,234,111,412,598,2421,811,1827,.444,,,,,,,,,,,,1161,,,,,,2207
2,Wake Forest,Albuquerque,32,33,965,1966,.491,714,1337,.534,251,629,.399,620,906,.684,465,850,1315,531,284,118,484,640,2801,870,1996,.436,,,,,,,,,,,,1081,,,,,,2441
15,Chattanooga,Albuquerque,64,31,795,1746,.455,627,1192,.526,168,554,.303,495,729,.679,509,775,1284,450,231,60,535,523,2253,708,1758,.403,,,,,,,,,,,,948,,,,,,2034
1,Duke,Austin,16,33,853,1915,.445,563,1152,.489,290,763,.380,585,821,.713,432,829,1261,421,287,220,454,612,2581,783,2006,.390,,,,,,,,,,,,1208,,,,,,2153
16,Delaware State,Austin,64,33,667,1585,.421,454,963,.471,213,622,.342,496,668,.743,334,577,911,351,264,92,461,538,2043,741,1574,.471,,,,,,,,,,,,1027,,,,,,2036
8,Stanford,Austin,64,31,774,1778,.435,650,1415,.459,124,363,.342,501,680,.737,380,732,1112,373,207,86,428,559,2173,761,1790,.425,,,,,,,,,,,,1096,,,,,,2134
9,Mississippi State,Austin,32,34,870,1958,.444,671,1368,.490,199,590,.337,527,792,.665,492,897,1389,475,232,114,503,532,2466,819,2001,.409,,,,,,,,,,,,1101,,,,,,2245
5,Michigan State,Austin,4,33,914,1875,.487,695,1260,.552,219,615,.356,543,699,.777,397,801,1198,565,258,87,451,640,2590,752,1755,.428,,,,,,,,,,,,973,,,,,,2159
12,Old Dominion,Austin,64,34,869,1958,.444,659,1334,.494,210,624,.337,482,690,.699,409,830,1239,552,329,151,416,597,2430,753,1849,.407,,,,,,,,,,,,1172,,,,,,2079
4,Syracuse,Austin,64,34,946,1956,.484,790,1457,.542,156,499,.313,500,750,.667,470,821,1291,525,276,157,465,539,2548,760,1950,.390,,,,,,,,,,,,1153,,,,,,2197
13,Vermont,Austin,32,32,805,1852,.435,536,1101,.487,269,751,.358,420,582,.722,397,811,1208,493,216,55,380,506,2299,731,1772,.413,,,,,,,,,,,,1042,,,,,,1987
6,Utah,Austin,16,35,837,1628,.514,682,1155,.590,155,473,.328,550,769,.715,374,820,1194,516,211,94,503,506,2379,755,1775,.425,,,,,,,,,,,,827,,,,,,2005
11,UTEP,Austin,64,35,901,1955,.461,693,1384,.501,208,571,.364,606,765,.792,386,811,1197,579,255,104,426,581,2616,834,1923,.434,,,,,,,,,,,,1146,,,,,,2278
3,Oklahoma,Austin,32,33,908,1907,.476,694,1331,.521,214,576,.372,450,652,.690,428,744,1172,511,291,135,449,607,2480,750,1744,.430,,,,,,,,,,,,1040,,,,,,2088
14,Niagara,Austin,64,30,833,1915,.435,563,1162,.485,270,753,.359,601,791,.760,471,751,1222,473,206,98,387,568,2537,849,1825,.465,,,,,,,,,,,,1014,,,,,,2351
7,Cincinnati,Austin,32,33,839,1923,.436,618,1289,.479,221,634,.349,606,878,.690,471,884,1355,493,179,225,435,586,2505,749,2008,.373,,,,,,,,,,,,1207,,,,,,2130
10,Iowa,Austin,64,33,841,1831,.459,631,1273,.496,210,558,.376,515,745,.691,371,825,1196,501,247,174,476,618,2407,791,1886,.419,,,,,,,,,,,,1153,,,,,,2221
2,Kentucky,Austin,8,34,901,1940,.464,683,1305,.523,218,635,.343,483,728,.663,417,780,1197,509,311,147,445,582,2503,749,1848,.405,,,,,,,,,,,,1155,,,,,,2127
15,Eastern Kentucky,Austin,64,31,845,1773,.477,651,1221,.533,194,552,.351,372,555,.670,360,743,1103,480,232,122,451,599,2256,727,1687,.431,,,,,,,,,,,,1013,,,,,,2078
1,Illinois,Chicago,2,39,1092,2258,.484,748,1381,.542,344,877,.392,474,651,.728,425,913,1338,727,300,123,428,611,3002,869,2094,.415,,,,,,,,,,,,1222,,,,,,2382
16,Fairleigh Dickinson,Chicago,64,33,894,1975,.453,676,1349,.501,218,626,.348,426,640,.666,408,792,1200,498,237,145,466,624,2432,835,1857,.450,,,,,,,,,,,,1161,,,,,,2310
8,Texas,Chicago,64,31,816,1789,.456,573,1162,.493,243,627,.388,509,730,.697,418,810,1228,406,187,134,433,548,2384,743,1887,.394,,,,,,,,,,,,1071,,,,,,2124
9,Nevada,Chicago,32,32,791,1730,.457,704,1408,.500,87,322,.270,556,786,.707,395,875,1270,480,225,167,465,504,2225,727,1872,.388,,,,,,,,,,,,1026,,,,,,1974
5,Alabama,Chicago,64,32,819,1694,.483,570,1062,.537,249,632,.394,539,732,.736,334,845,1179,453,164,143,410,471,2426,770,1900,.405,,,,,,,,,,,,1007,,,,,,2083
12,Milwaukee,Chicago,16,32,831,1859,.447,569,1124,.506,262,735,.356,476,677,.703,421,728,1149,450,267,114,435,610,2400,720,1745,.413,,,,,,,,,,,,1116,,,,,,2059
4,Boston College,Chicago,32,30,768,1685,.456,644,1192,.540,124,493,.252,514,722,.712,424,711,1135,527,217,123,403,453,2174,721,1742,.414,,,,,,,,,,,,989,,,,,,1935
13,Penn,Chicago,64,29,684,1580,.433,492,1017,.484,192,563,.341,422,640,.659,362,722,1084,420,233,93,455,570,1982,619,1534,.404,,,,,,,,,,,,952,,,,,,1788
6,LSU,Chicago,64,30,776,1690,.459,571,1119,.510,205,571,.359,500,685,.730,349,748,1097,442,209,127,405,490,2257,776,1746,.444,,,,,,,,,,,,963,,,,,,2142
11,Alabama-Birmingham,Chicago,32,33,900,1996,.451,683,1371,.498,217,625,.347,540,776,.696,390,700,1090,516,382,99,444,646,2557,805,1831,.440,,,,,,,,,,,,1249,,,,,,2371
3,Arizona,Chicago,8,37,1077,2255,.478,824,1625,.507,253,630,.402,541,697,.776,493,868,1361,610,296,144,548,596,2948,953,2195,.434,,,,,,,,,,,,1211,,,,,,2579
14,Utah State,Chicago,64,32,851,1621,.525,666,1148,.580,185,473,.391,428,619,.691,307,788,1095,549,179,92,396,441,2315,682,1722,.396,,,,,,,,,,,,883,,,,,,1848
7,Southern Illinois,Chicago,32,35,884,1957,.452,682,1403,.486,202,554,.365,395,528,.748,395,749,1144,472,322,101,449,684,2365,735,1732,.424,,,,,,,,,,,,1131,,,,,,2123
10,Saint Mary's,Chicago,64,34,793,1817,.436,559,1147,.487,234,670,.349,553,763,.725,425,819,1244,380,204,113,534,616,2373,814,1921,.424,,,,,,,,,,,,1103,,,,,,2178
2,Oklahoma State,Chicago,16,33,911,1833,.497,671,1269,.529,240,564,.426,521,668,.780,372,749,1121,556,242,87,453,599,2583,788,1770,.445,,,,,,,,,,,,956,,,,,,2151
15,Southeastern Louisiana,Chicago,64,33,768,1660,.463,651,1284,.507,117,376,.311,432,668,.647,351,666,1017,388,300,122,460,573,2085,642,1541,.417,,,,,,,,,,,,1009,,,,,,1842
