SEED,NAME,BRACKET,END,GAMES,TEAM_FG,TEAM_FGA,TEAM_FG%,TEAM_2P,TEAM_2PA,TEAM_2P%,TEAM_3P,TEAM_3PA,TEAM_3P%,TEAM_FT,TEAM_FTA,TEAM_FT%,TEAM_ORB,TEAM_DRB,TEAM_TRB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_FG,OPP_FGA,OPP_FG%,OPP_2P,OPP_2PA,OPP_2P%,OPP_3P,OPP_3PA,OPP_3P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
1,UConn,West,4,36,996,2102,.474,831,1618,.514,165,484,.341,662,976,.678,511,1048,1559,567,209,280,458,471,2819,888,2353,.377,671,1640,.409,217,713,.304,,,,,,1237,,,,425,,2313
16,Chattanooga,West,64,35,877,2002,.438,588,1181,.498,289,821,.352,614,935,.657,438,936,1374,477,218,79,551,648,2657,949,2154,.441,587,1156,.508,362,998,.363,,,,,,1285,,,,503,,2687
8,BYU,West,64,33,909,1879,.484,671,1255,.535,238,624,.381,488,669,.729,302,894,1196,537,241,119,375,607,2544,749,1841,.407,558,1207,.462,191,634,.301,,,,,,1072,,,,459,,2150
9,Texas A&M,West,32,34,822,1831,.449,620,1271,.488,202,560,.361,594,856,.694,422,827,1249,427,164,133,432,585,2440,834,1920,.434,621,1339,.464,213,581,.367,,,,,,1083,,,,419,,2281
5,Purdue,West,16,37,914,2071,.441,670,1367,.490,244,704,.347,483,687,.703,363,908,1271,552,265,176,426,650,2555,792,2026,.391,589,1408,.418,203,618,.328,425,634,.670,,,1296,461,195,110,550,644,2212
12,Northern Iowa,West,64,34,766,1692,.453,549,1064,.516,217,628,.346,541,718,.753,297,843,1140,418,146,83,397,619,2290,757,1807,.419,517,1117,.463,240,690,.348,,,,,,1036,,,,362,,2158
4,Washington,West,32,35,977,2136,.457,831,1703,.488,146,433,.337,650,929,.700,532,905,1437,458,259,95,515,683,2750,881,2107,.418,683,1508,.453,198,599,.331,,,,,,1150,,,,523,,2431
13,Mississippi State,West,64,36,890,2058,.432,594,1239,.479,296,819,.361,601,847,.710,407,977,1384,447,250,271,518,604,2677,903,2296,.393,667,1595,.418,236,701,.337,,,,,,1419,,,,488,,2479
6,Marquette,West,32,35,914,2023,.452,671,1322,.508,243,701,.347,668,918,.728,425,822,1247,526,275,100,408,623,2739,894,1991,.449,654,1301,.503,240,690,.348,,,,,,1153,,,,526,,2432
11,Utah State,West,64,35,899,1813,.496,677,1250,.542,222,563,.394,514,695,.740,365,837,1202,566,168,88,393,539,2534,778,1859,.419,576,1303,.442,202,556,.363,,,,,,969,,,,369,,2169
3,Missouri,West,8,38,1124,2381,.472,861,1635,.527,263,746,.353,585,871,.672,486,907,1393,699,388,140,449,758,3096,899,2150,.418,704,1505,.468,195,645,.302,,,,,,1413,,,,694,,2571
14,Cornell,West,64,31,821,1736,.473,580,1149,.505,241,587,.411,398,545,.730,321,784,1105,482,203,121,398,556,2281,719,1731,.415,562,1216,.462,157,515,.305,,,,,,1010,,,,416,,2007
7,California,West,64,33,892,1848,.483,682,1356,.503,210,492,.427,478,633,.755,333,780,1113,509,159,66,399,560,2472,827,1872,.442,645,1351,.477,182,521,.349,,,,,,1042,,,,410,,2271
10,Maryland,West,32,35,924,2179,.424,723,1575,.459,201,604,.333,463,611,.758,464,810,1274,511,268,145,428,582,2512,872,2068,.422,627,1362,.460,245,706,.347,,,,,,1333,,,,543,,2419
2,Memphis,West,16,37,979,2176,.450,757,1495,.506,222,681,.326,599,868,.690,498,954,1452,526,328,222,464,654,2779,755,2033,.371,583,1459,.400,172,574,.300,,,,,,1228,,,,570,,2176
15,Cal State Northridge,West,64,31,821,1808,.454,606,1199,.505,215,609,.353,425,611,.696,403,747,1150,430,276,83,549,683,2282,716,1708,.419,502,1053,.477,214,655,.327,,,,,,1045,,,,535,,2178
