SEED,NAME,BRACKET,END,GAMES,TEAM_FG,TEAM_FGA,TEAM_FG%,TEAM_2P,TEAM_2PA,TEAM_2P%,TEAM_3P,TEAM_3PA,TEAM_3P%,TEAM_FT,TEAM_FTA,TEAM_FT%,TEAM_ORB,TEAM_DRB,TEAM_TRB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_FG,OPP_FGA,OPP_FG%,OPP_2P,OPP_2PA,OPP_2P%,OPP_3P,OPP_3PA,OPP_3P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
1,Duke,East,16,34,1045,2172,.481,761,1430,.532,284,742,.383,618,833,.742,453,860,1313,584,333,191,480,552,2992,934,2238,.417,737,1686,.437,197,552,.357,360,537,.670,526,757,1283,472,240,123,607,690,2425
16,Lamar,East,64,31,672,1725,.390,456,1082,.421,216,643,.336,389,567,.686,381,747,1128,408,225,86,486,530,1949,686,1627,.422,528,1141,.463,158,486,.325,367,555,.661,365,711,1076,396,255,91,414,486,2021
8,Kansas,East,32,34,1044,2269,.460,885,1806,.490,159,463,.343,429,660,.650,564,941,1505,630,312,187,589,725,2676,823,2050,.401,602,1414,.426,221,636,.347,515,790,.652,445,780,1225,482,294,130,623,623,2382
9,DePaul,East,64,33,877,1935,.453,682,1372,.497,195,563,.346,438,655,.669,518,784,1302,494,267,126,538,597,2387,780,1849,.422,599,1290,.464,181,559,.324,382,587,.651,394,645,1039,416,245,96,522,593,2123
5,Florida,East,2,37,1104,2299,.480,838,1567,.535,266,732,.363,628,885,.710,538,914,1452,611,365,141,607,750,3102,899,2138,.420,665,1425,.467,234,713,.328,516,807,.639,466,792,1258,493,258,130,723,797,2548
12,Butler,East,64,31,753,1599,.471,600,1193,.503,153,406,.377,448,680,.659,322,732,1054,430,237,88,391,513,2107,614,1590,.386,441,1044,.422,173,546,.317,327,478,.684,310,636,946,362,179,103,484,587,1728
4,Illinois,East,32,32,834,1925,.433,603,1273,.474,231,652,.354,525,763,.688,397,780,1177,499,297,119,458,619,2424,720,1782,.404,539,1195,.451,181,587,.308,479,699,.685,374,802,1176,405,197,99,583,654,2100
13,Penn,East,64,29,707,1565,.452,518,1027,.504,189,538,.351,339,526,.644,310,746,1056,436,158,119,369,475,1942,637,1592,.400,464,1095,.424,173,497,.348,295,442,.667,293,653,946,358,183,60,375,520,1742
6,Indiana,East,64,29,811,1697,.478,684,1361,.503,127,336,.378,504,711,.709,329,799,1128,466,217,141,424,524,2253,696,1792,.388,515,1246,.413,181,546,.332,412,600,.687,402,668,1070,391,199,102,465,609,1985
11,Pepperdine,East,32,34,929,2094,.444,692,1406,.492,237,688,.344,386,577,.669,420,875,1295,494,319,99,504,659,2481,754,1872,.403,586,1321,.444,168,551,.305,473,718,.659,391,859,1250,433,177,95,637,574,2149
3,Oklahoma State,East,8,34,933,1946,.479,717,1387,.517,216,559,.386,538,768,.701,393,918,1311,642,260,122,484,578,2620,779,2007,.388,566,1281,.442,213,726,.293,346,569,.608,436,744,1180,414,211,102,570,664,2117
14,Hofstra,East,64,31,827,1813,.456,602,1186,.508,225,627,.359,428,623,.687,390,735,1125,435,270,121,415,565,2307,670,1612,.416,496,1084,.458,174,528,.330,444,617,.720,303,687,990,359,206,79,520,581,1958
7,Oregon,East,64,30,808,1722,.469,636,1170,.544,172,552,.312,481,646,.745,336,701,1037,491,206,88,469,592,2269,726,1693,.429,566,1233,.459,160,460,.348,435,663,.656,356,629,985,356,196,118,513,564,2047
10,Seton Hall,East,16,32,807,1865,.433,557,1180,.472,250,685,.365,431,636,.678,431,780,1211,458,225,198,476,551,2295,785,1973,.398,613,1439,.426,172,534,.322,376,565,.665,511,748,1259,464,220,125,464,557,2118
2,Temple,East,32,33,790,1913,.413,516,1126,.458,274,787,.348,406,619,.656,497,790,1287,471,312,140,324,459,2260,633,1747,.362,367,927,.396,266,820,.324,276,413,.668,390,746,1136,433,138,85,470,532,1808
15,Lafayette,East,64,31,774,1704,.454,525,1065,.493,249,639,.390,483,672,.719,342,767,1109,473,313,104,499,558,2280,688,1737,.396,482,1115,.432,206,622,.331,404,585,.691,385,682,1067,385,232,85,569,611,1986
1,Michigan State,Midwest,1,39,1018,2148,.474,765,1479,.517,253,669,.378,600,816,.735,521,1000,1521,602,256,105,569,721,2889,805,2045,.394,597,1355,.441,208,690,.301,481,704,.683,346,717,1063,432,219,99,536,740,2299
16,Valparaiso,Midwest,64,32,758,1702,.445,530,1083,.489,228,619,.368,384,590,.651,399,773,1172,459,236,120,535,556,2128,704,1710,.412,504,1137,.443,200,573,.349,388,577,.672,333,669,1002,383,276,56,464,562,2006
8,Utah,Midwest,32,32,782,1624,.482,560,1050,.533,222,574,.387,466,648,.719,326,751,1077,496,198,89,462,586,2252,695,1625,.428,501,1090,.460,194,535,.363,395,596,.663,295,629,924,361,221,75,429,602,1979
9,Saint Louis,Midwest,64,33,729,1696,.430,583,1264,.461,146,432,.338,520,758,.686,394,770,1164,401,254,126,586,665,2124,748,1799,.416,592,1373,.431,156,426,.366,452,703,.643,419,710,1129,392,284,114,543,656,2104
5,Kentucky,Midwest,32,33,793,1873,.423,605,1230,.492,188,643,.292,506,735,.688,473,827,1300,427,201,185,502,537,2280,757,1941,.390,533,1253,.425,224,688,.326,336,520,.646,435,700,1135,352,227,66,482,647,2074
12,St. Bonaventure,Midwest,64,31,767,1716,.447,590,1204,.490,177,512,.346,425,643,.661,431,700,1131,386,257,87,488,560,2136,694,1690,.411,484,1109,.436,210,581,.361,409,596,.686,393,648,1041,369,238,78,502,585,2007
4,Syracuse,Midwest,16,32,876,1869,.469,705,1386,.509,171,483,.354,477,677,.705,440,759,1199,564,286,167,448,506,2400,750,1847,.406,565,1279,.442,185,568,.326,348,520,.669,424,655,1079,506,222,97,505,570,2033
13,Samford,Midwest,64,32,825,1649,.500,512,845,.606,313,804,.389,360,515,.699,267,729,996,543,230,102,438,532,2323,709,1681,.422,511,1092,.468,198,589,.336,382,554,.690,329,645,974,362,228,66,466,548,1998
6,UCLA,Midwest,16,33,952,1984,.480,747,1432,.522,205,552,.371,383,652,.587,447,805,1252,545,282,145,549,626,2492,823,1931,.426,623,1328,.469,200,603,.332,475,694,.684,419,709,1128,468,228,91,538,582,2321
11,Ball State,Midwest,64,31,834,1840,.453,619,1302,.475,215,538,.400,417,681,.612,398,740,1138,428,258,131,420,530,2300,792,1871,.423,589,1257,.469,203,614,.331,351,521,.674,437,751,1188,449,183,69,511,593,2138
3,Maryland,Midwest,32,35,1001,2151,.465,806,1598,.504,195,553,.353,486,710,.685,476,878,1354,667,355,235,570,638,2683,844,2098,.402,626,1439,.435,218,659,.331,480,705,.681,492,804,1296,491,295,140,655,650,2386
14,Iona,Midwest,64,31,846,1877,.451,699,1450,.482,147,427,.344,604,833,.725,444,828,1272,529,233,216,557,607,2443,841,2012,.418,665,1477,.450,176,535,.329,495,721,.687,467,714,1181,409,303,117,510,666,2353
