SEED,NAME,BRACKET,END,GAMES,TEAM_FG,TEAM_FGA,TEAM_FG%,TEAM_2P,TEAM_2PA,TEAM_2P%,TEAM_3P,TEAM_3PA,TEAM_3P%,TEAM_FT,TEAM_FTA,TEAM_FT%,TEAM_ORB,TEAM_DRB,TEAM_TRB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_FG,OPP_FGA,OPP_FG%,OPP_2P,OPP_2PA,OPP_2P%,OPP_3P,OPP_3PA,OPP_3P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS
1,Gonzaga,West,2,32,1079,1965,.549,839,1313,.639,240,652,.368,513,703,.730,289,900,1189,601,254,90,385,521,2911,829,1966,.422,612,1303,.470,217,663,.327,355,505,.703,271,700,971,377,195,89,461,616,2230
16,Norfolk State,West,64,25,630,1477,.427,436,949,.459,194,528,.367,385,546,.705,248,659,907,302,163,80,322,481,1839,573,1419,.404,370,777,.476,203,642,.316,393,561,.701,263,659,922,317,140,94,384,476,1742
8,Oklahoma,West,32,27,722,1630,.443,510,1008,.506,212,622,.341,356,478,.745,259,706,965,359,193,98,296,398,2012,687,1627,.422,464,1002,.463,223,625,.357,289,386,.749,266,711,977,327,152,82,349,444,1886
9,Missouri,West,64,26,668,1497,.446,484,930,.520,184,567,.325,389,555,.701,255,673,928,345,173,92,346,512,1909,654,1518,.431,489,1021,.479,165,497,.332,397,556,.714,271,645,916,296,161,105,332,494,1870
5,Creighton,West,16,31,878,1862,.472,585,1051,.557,293,811,.361,306,478,.640,259,849,1108,485,216,103,341,476,2355,771,1889,.408,536,1148,.467,235,741,.317,338,482,.701,330,807,1137,406,172,87,389,497,2115
12,UCSB,West,64,27,739,1534,.482,558,1012,.551,181,522,.347,392,522,.751,251,700,951,438,199,75,294,429,2051,623,1480,.421,466,1005,.464,157,475,.331,293,393,.746,202,601,803,288,124,58,373,479,1696
4,Virginia,West,64,25,629,1326,.474,417,760,.549,212,566,.375,235,288,.816,162,629,791,345,123,111,229,323,1705,550,1321,.416,382,826,.462,168,495,.339,245,327,.749,182,556,738,291,124,58,233,306,1513
13,Ohio,West,32,25,728,1519,.479,519,926,.560,209,593,.352,315,448,.703,240,643,883,437,161,52,301,396,1980,646,1468,.440,449,885,.507,197,583,.338,326,429,.760,228,612,840,345,141,65,344,441,1815
6,USC,West,8,33,904,1916,.472,690,1322,.522,214,594,.360,451,695,.649,384,898,1282,458,157,168,408,498,2473,780,2000,.390,546,1298,.421,234,702,.333,354,482,.734,344,732,1076,420,185,91,382,618,2148
11,Drake,West,64,31,908,1878,.483,690,1284,.537,218,594,.367,320,449,.713,317,803,1120,423,216,92,320,487,2354,725,1718,.422,532,1100,.484,193,618,.312,356,495,.719,266,701,967,336,170,97,392,437,1999
